"teacher_id","full_name","department","role","year","experience_years","block_1","block_2","block_3","block_4","total_kpi"
"259","Dastan Alimov","School of Intelligent Systems","ASSOCIATE_PROFESSOR","2024","12","22.5","23.1","8.7","13.3","68.5"
"259","Dastan Alimov","School of Intelligent Systems","ASSOCIATE_PROFESSOR","2025","13","18.8","24.4","11.2","15.0","72.1"
"260","Dana Kenzhebekova","School of Intelligent Systems","ASSOCIATE_PROFESSOR","2021","21","26.6","15.7","13.8","14.5","69.8"
"260","Dana Kenzhebekova","School of Intelligent Systems","ASSOCIATE_PROFESSOR","2022","22","21.2","20.3","17.9","15.0","76.7"
"260","Dana Kenzhebekova","School of Intelligent Systems","ASSOCIATE_PROFESSOR","2023","23","27.5","19.2","14.8","15.0","77.0"
"260","Dana Kenzhebekova","School of Intelligent Systems","ASSOCIATE_PROFESSOR","2024","24","22.3","18.6","13.9","0.0","55.1"
"260","Dana Kenzhebekova","School of Intelligent Systems","ASSOCIATE_PROFESSOR","2025","25","20.6","21.7","11.7","12.5","64.8"
"261","Almas Kulmanov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","13","13.5","18.2","10.3","20.0","60.5"
"261","Almas Kulmanov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","14","18.1","20.0","13.5","20.0","73.9"
"261","Almas Kulmanov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","15","21.0","22.4","7.4","15.8","69.2"
"261","Almas Kulmanov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","16","14.3","21.4","10.5","20.0","66.3"
"261","Almas Kulmanov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","17","14.4","17.0","10.6","20.0","59.1"
"262","Sholpan Kulmanov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","2","24.3","27.1","14.8","20.0","85.6"
"262","Sholpan Kulmanov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","3","26.6","30.8","13.8","20.0","93.9"
"262","Sholpan Kulmanov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","4","27.0","27.9","15.0","0.0","68.9"
"262","Sholpan Kulmanov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","5","22.2","23.5","15.0","20.0","79.4"
"262","Sholpan Kulmanov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","6","23.8","26.6","11.0","20.0","81.9"
"263","Azamat Musayev","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","8","25.5","29.0","10.3","10.3","76.4"
"263","Azamat Musayev","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","9","24.4","23.9","9.2","20.0","76.0"
"263","Azamat Musayev","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","10","22.4","29.7","15.0","20.0","86.3"
"263","Azamat Musayev","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","11","22.4","23.3","15.0","20.0","78.2"
"263","Azamat Musayev","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","12","22.7","29.4","15.0","20.0","85.4"
"264","Meiram Kassymov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","25","30.0","33.7","15.0","20.0","100.0"
"264","Meiram Kassymov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","26","30.0","35.0","15.0","20.0","100.0"
"264","Meiram Kassymov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","27","27.0","35.0","15.0","20.0","94.8"
"264","Meiram Kassymov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","28","26.0","35.0","14.1","20.0","94.8"
"264","Meiram Kassymov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","29","29.6","29.7","12.3","20.0","89.9"
"265","Zhandos Suleimenov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","23","11.8","19.5","4.3","20.0","53.6"
"265","Zhandos Suleimenov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","24","12.3","17.4","3.8","20.0","50.8"
"265","Zhandos Suleimenov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","25","13.9","21.5","8.6","17.1","59.2"
"265","Zhandos Suleimenov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","26","21.8","24.8","5.1","20.0","72.3"
"265","Zhandos Suleimenov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","27","18.4","21.4","14.7","17.9","75.0"
"266","Aizat Nurgaliev","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","11","16.3","20.0","11.3","20.0","68.9"
"266","Aizat Nurgaliev","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","12","21.7","18.7","7.8","20.0","67.8"
"266","Aizat Nurgaliev","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","13","22.3","24.4","12.4","19.4","78.8"
"266","Aizat Nurgaliev","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","14","19.7","18.0","6.3","17.2","60.2"
"266","Aizat Nurgaliev","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","15","18.7","18.4","6.0","15.8","59.0"
"267","Dias Umarov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","12","22.9","29.8","12.3","20.0","83.3"
"267","Dias Umarov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","13","20.1","24.2","11.4","19.7","74.7"
"267","Dias Umarov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","14","24.6","31.3","8.4","20.0","85.4"
"267","Dias Umarov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","15","24.0","23.3","15.0","20.0","82.5"
"267","Dias Umarov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","16","21.2","30.1","11.9","9.6","72.0"
"268","Saule Bizhanova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","17","23.4","28.8","12.8","18.9","86.4"
"268","Saule Bizhanova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","18","24.4","29.4","9.2","20.0","80.1"
"268","Saule Bizhanova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","19","24.1","31.8","11.2","20.0","86.1"
"268","Saule Bizhanova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","20","30.0","31.3","15.0","20.0","94.7"
"268","Saule Bizhanova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","21","29.7","31.3","12.3","20.0","95.0"
"269","Nurgul Dzhakupova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","6","28.6","26.1","8.6","20.0","86.0"
"269","Nurgul Dzhakupova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","7","22.8","26.8","15.0","20.0","82.3"
"269","Nurgul Dzhakupova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","8","27.8","33.8","12.5","4.0","77.3"
"269","Nurgul Dzhakupova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","9","26.4","31.2","10.6","20.0","87.6"
"269","Nurgul Dzhakupova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","10","30.0","35.0","15.0","20.0","98.5"
"270","Dastan Moldabayeva","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","13","22.4","24.0","6.7","20.0","74.1"
"270","Dastan Moldabayeva","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","14","28.3","24.9","14.3","20.0","85.4"
"270","Dastan Moldabayeva","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","15","28.5","28.3","11.8","20.0","91.2"
"270","Dastan Moldabayeva","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","16","25.7","31.3","11.9","20.0","86.9"
"270","Dastan Moldabayeva","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","17","30.0","28.9","10.5","20.0","89.2"
"271","Adlet Akhmetova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","5","23.2","24.1","12.4","17.3","76.1"
"271","Adlet Akhmetova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","6","21.5","23.6","10.9","19.3","76.5"
"271","Adlet Akhmetova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","7","22.4","32.4","15.0","19.1","87.7"
"271","Adlet Akhmetova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","8","23.5","31.0","15.0","20.0","86.7"
"271","Adlet Akhmetova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","9","19.3","32.0","15.0","20.0","86.7"
"272","Zhandos Karimov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","15","23.9","25.0","13.4","0.0","63.4"
"272","Zhandos Karimov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","16","21.9","29.1","15.0","20.0","87.0"
"272","Zhandos Karimov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","17","29.0","30.1","14.1","20.0","90.5"
"272","Zhandos Karimov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","18","30.0","35.0","10.9","20.0","96.9"
"272","Zhandos Karimov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","19","30.0","27.7","10.1","20.0","87.0"
"273","Aizat Dairova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","10","28.4","23.7","14.3","19.9","85.8"
"273","Aizat Dairova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","11","21.2","27.3","13.4","20.0","83.9"
"273","Aizat Dairova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","12","23.5","28.3","12.8","3.9","67.8"
"273","Aizat Dairova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","13","27.4","30.3","13.9","20.0","91.3"
"273","Aizat Dairova","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","14","23.4","32.8","14.4","20.0","92.4"
"274","Dastan Khassanov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","12","17.9","25.6","13.9","20.0","75.5"
"274","Dastan Khassanov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","13","26.3","28.0","13.1","20.0","86.2"
"274","Dastan Khassanov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","14","24.6","29.3","14.2","18.1","84.9"
"274","Dastan Khassanov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","15","24.7","31.6","10.0","20.0","84.7"
"274","Dastan Khassanov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","16","26.3","24.7","7.9","20.0","80.5"
"275","Zarina Karimov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","15","19.6","26.8","14.6","20.0","79.8"
"275","Zarina Karimov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","16","19.3","27.2","5.3","20.0","69.5"
"275","Zarina Karimov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","17","26.2","21.3","7.4","19.5","71.9"
"275","Zarina Karimov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","18","27.9","29.5","12.5","20.0","90.9"
"275","Zarina Karimov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","19","27.3","30.1","11.8","20.0","88.4"
"276","Aigerim Askarov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2021","16","19.8","18.7","3.6","16.5","60.4"
"276","Aigerim Askarov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2022","17","14.8","22.9","3.7","20.0","61.7"
"276","Aigerim Askarov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2023","18","21.9","26.0","4.9","20.0","71.0"
"276","Aigerim Askarov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2024","19","19.7","28.0","11.4","18.4","80.0"
"276","Aigerim Askarov","School of Intelligent Systems","ASSISTANT_PROFESSOR","2025","20","16.4","20.1","13.4","20.0","71.0"
"277","Azamat Askarov","School of Intelligent Systems","SENIOR_LECTURER","2021","19","31.8","60.0","0.0","0.0","94.0"
"277","Azamat Askarov","School of Intelligent Systems","SENIOR_LECTURER","2022","20","30.9","60.0","0.0","0.0","90.3"
"277","Azamat Askarov","School of Intelligent Systems","SENIOR_LECTURER","2023","21","35.8","60.0","0.0","0.0","93.4"
"277","Azamat Askarov","School of Intelligent Systems","SENIOR_LECTURER","2024","22","31.4","60.0","0.0","0.0","89.2"
"277","Azamat Askarov","School of Intelligent Systems","SENIOR_LECTURER","2025","23","38.2","60.0","0.0","0.0","96.8"
"278","Nurgul Musayev","School of Intelligent Systems","SENIOR_LECTURER","2021","23","23.3","60.0","0.0","0.0","84.7"
"278","Nurgul Musayev","School of Intelligent Systems","SENIOR_LECTURER","2022","24","23.2","51.8","0.0","0.0","73.5"
"278","Nurgul Musayev","School of Intelligent Systems","SENIOR_LECTURER","2023","25","21.1","58.9","0.0","0.0","79.1"
"278","Nurgul Musayev","School of Intelligent Systems","SENIOR_LECTURER","2024","26","29.2","57.5","0.0","0.0","87.7"
"278","Nurgul Musayev","School of Intelligent Systems","SENIOR_LECTURER","2025","27","29.4","58.9","0.0","0.0","90.1"
"279","Aizat Kenzhebekova","School of Intelligent Systems","SENIOR_LECTURER","2021","9","29.2","54.2","0.0","0.0","85.6"
"279","Aizat Kenzhebekova","School of Intelligent Systems","SENIOR_LECTURER","2022","10","24.5","53.0","0.0","0.0","77.0"
"279","Aizat Kenzhebekova","School of Intelligent Systems","SENIOR_LECTURER","2023","11","30.9","57.4","0.0","0.0","90.1"
"279","Aizat Kenzhebekova","School of Intelligent Systems","SENIOR_LECTURER","2024","12","32.7","56.3","0.0","0.0","91.7"
"279","Aizat Kenzhebekova","School of Intelligent Systems","SENIOR_LECTURER","2025","13","24.2","59.7","0.0","0.0","81.8"
"280","Kanat Seitkali","School of Intelligent Systems","SENIOR_LECTURER","2021","20","31.1","58.7","0.0","0.0","91.9"
"280","Kanat Seitkali","School of Intelligent Systems","SENIOR_LECTURER","2022","21","28.8","60.0","0.0","0.0","89.6"
"280","Kanat Seitkali","School of Intelligent Systems","SENIOR_LECTURER","2023","22","28.5","60.0","0.0","0.0","86.0"
"280","Kanat Seitkali","School of Intelligent Systems","SENIOR_LECTURER","2024","23","36.7","60.0","0.0","0.0","96.2"
"280","Kanat Seitkali","School of Intelligent Systems","SENIOR_LECTURER","2025","24","31.4","60.0","0.0","0.0","92.4"
"281","Aliya Yesmagambetov","School of Intelligent Systems","SENIOR_LECTURER","2021","20","24.1","52.9","0.0","0.0","75.0"
"281","Aliya Yesmagambetov","School of Intelligent Systems","SENIOR_LECTURER","2022","21","28.0","49.2","0.0","0.0","74.9"
"281","Aliya Yesmagambetov","School of Intelligent Systems","SENIOR_LECTURER","2023","22","27.7","52.3","0.0","0.0","81.4"
"281","Aliya Yesmagambetov","School of Intelligent Systems","SENIOR_LECTURER","2024","23","30.9","60.0","0.0","0.0","90.0"
"281","Aliya Yesmagambetov","School of Intelligent Systems","SENIOR_LECTURER","2025","24","26.1","56.3","0.0","0.0","84.6"
"282","Zhanna Rakhimov","School of Intelligent Systems","SENIOR_LECTURER","2021","20","28.8","31.8","0.0","0.0","60.5"
"282","Zhanna Rakhimov","School of Intelligent Systems","SENIOR_LECTURER","2022","21","26.9","52.0","0.0","0.0","77.6"
"282","Zhanna Rakhimov","School of Intelligent Systems","SENIOR_LECTURER","2023","22","26.7","59.8","0.0","0.0","85.8"
"282","Zhanna Rakhimov","School of Intelligent Systems","SENIOR_LECTURER","2024","23","30.1","60.0","0.0","0.0","89.0"
"282","Zhanna Rakhimov","School of Intelligent Systems","SENIOR_LECTURER","2025","24","40.0","47.9","0.0","0.0","86.0"
"283","Saule Kassymov","School of Intelligent Systems","SENIOR_LECTURER","2021","21","27.4","52.9","0.0","0.0","79.0"
"283","Saule Kassymov","School of Intelligent Systems","SENIOR_LECTURER","2022","22","34.2","36.9","0.0","0.0","72.2"
"283","Saule Kassymov","School of Intelligent Systems","SENIOR_LECTURER","2023","23","34.9","48.8","0.0","0.0","81.8"
"283","Saule Kassymov","School of Intelligent Systems","SENIOR_LECTURER","2024","24","32.0","60.0","0.0","0.0","93.7"
"283","Saule Kassymov","School of Intelligent Systems","SENIOR_LECTURER","2025","25","27.7","60.0","0.0","0.0","89.9"
"284","Dias Khassanov","School of Intelligent Systems","SENIOR_LECTURER","2021","2","19.9","48.0","0.0","0.0","65.1"
"284","Dias Khassanov","School of Intelligent Systems","SENIOR_LECTURER","2022","3","26.0","49.0","0.0","0.0","72.2"
"284","Dias Khassanov","School of Intelligent Systems","SENIOR_LECTURER","2023","4","28.0","55.7","0.0","0.0","81.7"
"284","Dias Khassanov","School of Intelligent Systems","SENIOR_LECTURER","2024","5","24.4","52.1","0.0","0.0","75.6"
"284","Dias Khassanov","School of Intelligent Systems","SENIOR_LECTURER","2025","6","26.3","51.1","0.0","0.0","74.6"
"285","Saule Mukhambetova","School of Intelligent Systems","SENIOR_LECTURER","2021","10","25.2","52.4","0.0","0.0","78.9"
"285","Saule Mukhambetova","School of Intelligent Systems","SENIOR_LECTURER","2022","11","16.3","42.1","0.0","0.0","58.6"
"285","Saule Mukhambetova","School of Intelligent Systems","SENIOR_LECTURER","2023","12","22.3","46.1","0.0","0.0","69.9"
"285","Saule Mukhambetova","School of Intelligent Systems","SENIOR_LECTURER","2024","13","24.1","43.4","0.0","0.0","65.3"
"285","Saule Mukhambetova","School of Intelligent Systems","SENIOR_LECTURER","2025","14","17.0","43.4","0.0","0.0","60.3"
"286","Zarina Dzhakupova","School of Intelligent Systems","SENIOR_LECTURER","2021","7","25.8","55.4","0.0","0.0","82.9"
"286","Zarina Dzhakupova","School of Intelligent Systems","SENIOR_LECTURER","2022","8","24.4","55.7","0.0","0.0","81.4"
"286","Zarina Dzhakupova","School of Intelligent Systems","SENIOR_LECTURER","2023","9","29.3","60.0","0.0","0.0","91.0"
"286","Zarina Dzhakupova","School of Intelligent Systems","SENIOR_LECTURER","2024","10","33.4","60.0","0.0","0.0","95.4"
"286","Zarina Dzhakupova","School of Intelligent Systems","SENIOR_LECTURER","2025","11","27.2","56.4","0.0","0.0","83.0"
"287","Serik Baisalova","School of Intelligent Systems","SENIOR_LECTURER","2021","17","33.5","49.2","0.0","0.0","82.1"
"287","Serik Baisalova","School of Intelligent Systems","SENIOR_LECTURER","2022","18","35.7","60.0","0.0","0.0","93.2"
"287","Serik Baisalova","School of Intelligent Systems","SENIOR_LECTURER","2023","19","36.0","60.0","0.0","0.0","97.1"
"287","Serik Baisalova","School of Intelligent Systems","SENIOR_LECTURER","2024","20","29.7","60.0","0.0","0.0","88.1"
"287","Serik Baisalova","School of Intelligent Systems","SENIOR_LECTURER","2025","21","27.9","59.5","0.0","0.0","88.8"
"288","Meruert Karimov","School of Intelligent Systems","SENIOR_LECTURER","2021","16","36.7","60.0","0.0","0.0","98.6"
"288","Meruert Karimov","School of Intelligent Systems","SENIOR_LECTURER","2022","17","40.0","60.0","0.0","0.0","100.0"
"288","Meruert Karimov","School of Intelligent Systems","SENIOR_LECTURER","2023","18","39.0","60.0","0.0","0.0","98.5"
"288","Meruert Karimov","School of Intelligent Systems","SENIOR_LECTURER","2024","19","35.9","60.0","0.0","0.0","97.6"
"288","Meruert Karimov","School of Intelligent Systems","SENIOR_LECTURER","2025","20","34.2","60.0","0.0","0.0","96.5"
"289","Gulzat Tulegenova","School of Intelligent Systems","SENIOR_LECTURER","2021","15","38.4","60.0","0.0","0.0","100.0"
"289","Gulzat Tulegenova","School of Intelligent Systems","SENIOR_LECTURER","2022","16","36.7","60.0","0.0","0.0","99.1"
"289","Gulzat Tulegenova","School of Intelligent Systems","SENIOR_LECTURER","2023","17","32.1","60.0","0.0","0.0","94.4"
"289","Gulzat Tulegenova","School of Intelligent Systems","SENIOR_LECTURER","2024","18","37.8","60.0","0.0","0.0","100.0"
"289","Gulzat Tulegenova","School of Intelligent Systems","SENIOR_LECTURER","2025","19","34.5","43.8","0.0","0.0","75.8"
"290","Yerlan Yesmagambetov","School of Intelligent Systems","SENIOR_LECTURER","2021","22","31.8","60.0","0.0","0.0","89.9"
"290","Yerlan Yesmagambetov","School of Intelligent Systems","SENIOR_LECTURER","2022","23","24.7","60.0","0.0","0.0","85.3"
"290","Yerlan Yesmagambetov","School of Intelligent Systems","SENIOR_LECTURER","2023","24","31.4","60.0","0.0","0.0","90.7"
"290","Yerlan Yesmagambetov","School of Intelligent Systems","SENIOR_LECTURER","2024","25","25.6","59.3","0.0","0.0","83.0"
"290","Yerlan Yesmagambetov","School of Intelligent Systems","SENIOR_LECTURER","2025","26","36.4","59.8","0.0","0.0","94.5"
"291","Raushan Baisalova","School of Intelligent Systems","SENIOR_LECTURER","2021","3","32.9","54.7","0.0","0.0","87.4"
"291","Raushan Baisalova","School of Intelligent Systems","SENIOR_LECTURER","2022","4","26.9","58.2","0.0","0.0","85.4"
"291","Raushan Baisalova","School of Intelligent Systems","SENIOR_LECTURER","2023","5","25.5","55.8","0.0","0.0","80.1"
"291","Raushan Baisalova","School of Intelligent Systems","SENIOR_LECTURER","2024","6","34.9","60.0","0.0","0.0","96.2"
"291","Raushan Baisalova","School of Intelligent Systems","SENIOR_LECTURER","2025","7","37.2","45.3","0.0","0.0","79.8"
"292","Aizat Karimov","School of Intelligent Systems","SENIOR_LECTURER","2021","18","26.2","27.6","0.0","0.0","55.3"
"292","Aizat Karimov","School of Intelligent Systems","SENIOR_LECTURER","2022","19","21.6","31.2","0.0","0.0","51.7"
"292","Aizat Karimov","School of Intelligent Systems","SENIOR_LECTURER","2023","20","18.5","50.2","0.0","0.0","67.8"
"292","Aizat Karimov","School of Intelligent Systems","SENIOR_LECTURER","2024","21","21.9","54.9","0.0","0.0","76.5"
"292","Aizat Karimov","School of Intelligent Systems","SENIOR_LECTURER","2025","22","22.4","51.8","0.0","0.0","73.6"
"293","Zhandos Baisalova","School of Intelligent Systems","SENIOR_LECTURER","2021","22","24.5","52.5","0.0","0.0","79.2"
"293","Zhandos Baisalova","School of Intelligent Systems","SENIOR_LECTURER","2022","23","27.9","53.2","0.0","0.0","80.2"
"293","Zhandos Baisalova","School of Intelligent Systems","SENIOR_LECTURER","2023","24","28.8","60.0","0.0","0.0","88.1"
"293","Zhandos Baisalova","School of Intelligent Systems","SENIOR_LECTURER","2024","25","30.0","54.8","0.0","0.0","87.6"
"293","Zhandos Baisalova","School of Intelligent Systems","SENIOR_LECTURER","2025","26","35.7","56.8","0.0","0.0","92.1"
"294","Nurgul Askarov","School of Intelligent Systems","SENIOR_LECTURER","2021","21","27.8","51.7","0.0","0.0","81.2"
"294","Nurgul Askarov","School of Intelligent Systems","SENIOR_LECTURER","2022","22","28.6","60.0","0.0","0.0","86.5"
"294","Nurgul Askarov","School of Intelligent Systems","SENIOR_LECTURER","2023","23","32.6","60.0","0.0","0.0","92.4"
"294","Nurgul Askarov","School of Intelligent Systems","SENIOR_LECTURER","2024","24","34.3","58.9","0.0","0.0","93.9"
"294","Nurgul Askarov","School of Intelligent Systems","SENIOR_LECTURER","2025","25","30.6","60.0","0.0","0.0","89.8"
"295","Ainur Yesmagambetov","School of Intelligent Systems","SENIOR_LECTURER","2021","16","26.9","59.4","0.0","0.0","86.5"
"295","Ainur Yesmagambetov","School of Intelligent Systems","SENIOR_LECTURER","2022","17","28.3","54.6","0.0","0.0","81.7"
"295","Ainur Yesmagambetov","School of Intelligent Systems","SENIOR_LECTURER","2023","18","23.1","58.9","0.0","0.0","82.8"
"295","Ainur Yesmagambetov","School of Intelligent Systems","SENIOR_LECTURER","2024","19","29.3","60.0","0.0","0.0","89.9"
"295","Ainur Yesmagambetov","School of Intelligent Systems","SENIOR_LECTURER","2025","20","28.3","56.0","0.0","0.0","83.6"
"296","Asset Ergaliyeva","School of Intelligent Systems","SENIOR_LECTURER","2021","11","25.3","56.5","0.0","0.0","81.4"
"296","Asset Ergaliyeva","School of Intelligent Systems","SENIOR_LECTURER","2022","12","34.8","60.0","0.0","0.0","95.7"
"296","Asset Ergaliyeva","School of Intelligent Systems","SENIOR_LECTURER","2023","13","31.4","60.0","0.0","0.0","88.5"
"296","Asset Ergaliyeva","School of Intelligent Systems","SENIOR_LECTURER","2024","14","31.8","60.0","0.0","0.0","89.0"
"296","Asset Ergaliyeva","School of Intelligent Systems","SENIOR_LECTURER","2025","15","37.8","60.0","0.0","0.0","100.0"
"297","Dastan Dairova","School of Intelligent Systems","LECTURER","2021","23","23.2","75.0","0.0","0.0","100.0"
"297","Dastan Dairova","School of Intelligent Systems","LECTURER","2022","24","25.0","75.0","0.0","0.0","100.0"
"297","Dastan Dairova","School of Intelligent Systems","LECTURER","2023","25","24.5","75.0","0.0","0.0","97.0"
"297","Dastan Dairova","School of Intelligent Systems","LECTURER","2024","26","25.0","75.0","0.0","0.0","99.8"
"297","Dastan Dairova","School of Intelligent Systems","LECTURER","2025","27","25.0","75.0","0.0","0.0","97.3"
"298","Zarina Tulegenova","School of Intelligent Systems","LECTURER","2021","5","9.7","59.0","0.0","0.0","67.5"
"298","Zarina Tulegenova","School of Intelligent Systems","LECTURER","2022","6","9.9","59.8","0.0","0.0","69.1"
"298","Zarina Tulegenova","School of Intelligent Systems","LECTURER","2023","7","12.1","54.8","0.0","0.0","68.9"
"298","Zarina Tulegenova","School of Intelligent Systems","LECTURER","2024","8","14.4","52.6","0.0","0.0","69.0"
"298","Zarina Tulegenova","School of Intelligent Systems","LECTURER","2025","9","18.8","64.7","0.0","0.0","81.7"
"299","Nurlan Abenova","School of Intelligent Systems","LECTURER","2021","16","12.5","61.6","0.0","0.0","73.2"
"299","Nurlan Abenova","School of Intelligent Systems","LECTURER","2022","17","11.6","60.0","0.0","0.0","73.0"
"299","Nurlan Abenova","School of Intelligent Systems","LECTURER","2023","18","15.8","51.0","0.0","0.0","65.8"
"299","Nurlan Abenova","School of Intelligent Systems","LECTURER","2024","19","11.4","36.4","0.0","0.0","45.4"
"299","Nurlan Abenova","School of Intelligent Systems","LECTURER","2025","20","15.7","54.6","0.0","0.0","71.3"
"300","Arman Bizhanova","School of Intelligent Systems","LECTURER","2021","18","14.5","71.0","0.0","0.0","85.3"
"300","Arman Bizhanova","School of Intelligent Systems","LECTURER","2022","19","17.9","68.1","0.0","0.0","86.1"
"300","Arman Bizhanova","School of Intelligent Systems","LECTURER","2023","20","19.8","73.2","0.0","0.0","91.2"
"300","Arman Bizhanova","School of Intelligent Systems","LECTURER","2024","21","21.0","75.0","0.0","0.0","95.2"
"300","Arman Bizhanova","School of Intelligent Systems","LECTURER","2025","22","18.0","75.0","0.0","0.0","90.9"
"301","Bauyrzhan Dairova","School of Intelligent Systems","LECTURER","2021","12","21.2","75.0","0.0","0.0","99.0"
"301","Bauyrzhan Dairova","School of Intelligent Systems","LECTURER","2022","13","20.1","75.0","0.0","0.0","93.6"
"301","Bauyrzhan Dairova","School of Intelligent Systems","LECTURER","2023","14","20.1","75.0","0.0","0.0","96.5"
"301","Bauyrzhan Dairova","School of Intelligent Systems","LECTURER","2024","15","23.3","62.1","0.0","0.0","86.2"
"301","Bauyrzhan Dairova","School of Intelligent Systems","LECTURER","2025","16","18.7","75.0","0.0","0.0","92.1"
"302","Nurgul Abdrakhmanova","School of Intelligent Systems","LECTURER","2021","14","10.5","60.4","0.0","0.0","70.6"
"302","Nurgul Abdrakhmanova","School of Intelligent Systems","LECTURER","2022","15","11.1","61.4","0.0","0.0","72.6"
"302","Nurgul Abdrakhmanova","School of Intelligent Systems","LECTURER","2023","16","16.6","68.2","0.0","0.0","82.4"
"302","Nurgul Abdrakhmanova","School of Intelligent Systems","LECTURER","2024","17","15.4","70.8","0.0","0.0","87.3"
"302","Nurgul Abdrakhmanova","School of Intelligent Systems","LECTURER","2025","18","16.9","70.1","0.0","0.0","84.7"
"303","Adlet Moldabayeva","School of Intelligent Systems","LECTURER","2021","14","14.0","67.7","0.0","0.0","78.8"
"303","Adlet Moldabayeva","School of Intelligent Systems","LECTURER","2022","15","19.3","63.6","0.0","0.0","82.9"
